"SampleF.","SampleB.","SampleA.","SampleE.","SampleD.","SampleC.","geneName"
"ENSMUSG00000000303",238.121293759471,155.660103139794,95.1135922352438,45.404238528943,25.5455181073718,0,"Cdh1"
"ENSMUSG00000000305",21.370107606108,1.72104491907581,13.5143204250362,44.8026628309853,469.749758608373,490.771447073307,"Cdh4"
"ENSMUSG00000000308",16.9591233289899,8.80984887301742,10.1544388030546,1.73048971272753,10.5208349670569,0,"Ckmt1"
"ENSMUSG00000000317",3.49153128997232,2.06449804042454,37.4300346410701,12.2179946325817,11.5882448803935,41.1199574038128,"Bcl6b"
"ENSMUSG00000000318",2.78807089228471,13.7136200740344,49.0055955878097,31.0671802009407,37.0741102596638,20.9592885052317,"Clec10a"
"ENSMUSG00000000320",2.94101652995189,2.28241868560609,1.06155665162876,0.780039373982063,6.21161522790723,0,"Alox12"
"ENSMUSG00000000325",37.8429266367458,13.6098815894067,19.0860215490377,7.82965565226723,113.66347033987,92.3245412595982,"Arvcf"
"ENSMUSG00000000326",122.337668993447,113.775028600807,89.4699463140054,92.0634885333127,180.016744515987,215.344819100478,"Comt"
"ENSMUSG00000000339",59.3161470085847,59.9919366875299,47.7369391901013,51.6079941219474,48.9936506142328,46.4628629800429,"Rtca"
"ENSMUSG00000000340",18.2285800124758,25.2127265967021,33.9942866895193,62.1614698588978,7.48609714672463,28.0091274079566,"Dbt"
"ENSMUSG00000000346",311.489305319881,249.79366953831,266.592274327323,258.586910471401,233.54930203736,198.801770696661,"Dazap2"
"ENSMUSG00000000355",43.5382906926643,36.1040737719553,29.6730121471323,29.3018922112666,44.6526585802559,40.0638266220639,"Mcts1"
"ENSMUSG00000000359",15.4452363576643,41.7760393301745,17.8396849819776,22.2172666081692,10.2749027510855,0,"Rem1"
"ENSMUSG00000000365",0,0,0,0,0,0,"Rnf17"
"ENSMUSG00000000374",94.2255148592641,107.975328123011,99.5502796538737,115.661876888167,97.0380902831284,61.1697755989728,"Trappc10"
"ENSMUSG00000000378",43.4955037539196,72.6282273632639,47.1217659204229,50.7594166609615,64.3057190019537,62.2560011152285,"Ccm2"
"ENSMUSG00000000381",0,0,0,0,0,0,"Wap"
"ENSMUSG00000000384",47.5144379170439,46.0224169402374,33.3364501681004,49.2133077991639,19.253622869351,36.7484836450329,"Tbrg4"
"ENSMUSG00000000385",0,0,1.68729287548938,0,0,0,"Tmprss2"
"ENSMUSG00000000386",5.17277794896793,5.35255180403431,5.60403707064183,2.50527804218539,3.10873300655892,0,"Mx1"
"ENSMUSG00000000392",7.42066455188257,12.1494118344768,23.3589325342436,23.5779706978129,64.7892781620878,78.3724438050046,"Fap"
"ENSMUSG00000000394",0,0,0,0,0,0,"Gcg"
"ENSMUSG00000000399",123.781603518532,165.777264563456,86.333553035681,113.384723257505,70.1290890507029,68.169473644986,"Ndufa9"
"ENSMUSG00000000402",1.55744652659941,0,0.843646437744693,0,0,0,"Egfl6"
"ENSMUSG00000000409",2.13688446050857,1.77100294603575,4.15847853936361,4.84585654226677,1.35822881289766,0,"Lck"
"ENSMUSG00000000411",0,0,0.843646437744693,0,0,0,"Tssk3"
"ENSMUSG00000000416",44.7113667647854,83.7288829771777,10.8238369300135,10.4393294492146,9.23142863707357,45.5513602747957,"Cttnbp2"
"ENSMUSG00000000420",277.960609643683,184.860388818037,205.567141273247,189.51293921698,274.596609127164,267.647760703103,"Galnt1"
"ENSMUSG00000000435",0,0,0,0,1.64471339462929,0,"Myf5"
"ENSMUSG00000000439",60.1526948119552,53.9442000761133,58.8088026776054,47.8094838287166,56.5875417221291,95.6408606643421,"Mkrn2"
"ENSMUSG00000000440",23.760223198336,10.404978330932,3.1950978246286,1.7780025928025,20.1215577852451,8.08496872564843,"Pparg"
"ENSMUSG00000000441",156.744883448148,166.231413572996,143.121477281969,112.026526065026,212.610164252441,164.763795512586,"Raf1"
"ENSMUSG00000000486",5.06297415636666,1.93787172870845,7.0851988247129,3.25885325390151,4.39073452464915,26.0585492593363,"Sept1"
"ENSMUSG00000000489",73.9787100134718,74.1323148307243,57.3679577666391,61.135563498031,21.3812741301808,12.5119995543353,"Pdgfb"
"ENSMUSG00000000530",62.1757264016028,67.6641600380632,91.5016617566907,118.696504699611,302.079386570226,155.23520989785,"Acvrl1"
"ENSMUSG00000000531",52.1744586410801,38.6777294768996,64.1171292685966,65.2663448154655,77.3015295475769,48.6577760446374,"Grasp"
"ENSMUSG00000000532",21.8042513723917,24.979366953831,33.7458575097877,25.6108441680941,36.1836946818445,25.0239991086707,"Acvr1b"
"ENSMUSG00000000538",221.082838291213,333.193963465924,247.81011715321,400.536965128231,165.614825974708,106.799352554275,"Tom1l2"
"ENSMUSG00000000544",0,0,0,0,0,0,"Gpa33"
"ENSMUSG00000000552",13.238295476095,16.1157206153748,52.3060791401709,28.9154692220417,185.85261359311,123.729773370649,"Zfp385a"
"ENSMUSG00000000555",107.463810335359,90.2480354460991,143.419894416598,152.838908745077,161.181912673671,166.826660724471,"Itga5"
"ENSMUSG00000000560",0,0,0.843646437744693,0,0,0,"Gabra2"
"ENSMUSG00000000561",49.5886703780115,42.9797773284653,38.6794217376829,44.2564273834668,52.0154302404109,60.209681761373,"Wdr77"
"ENSMUSG00000000562",0,0,2.26191110632617,2.46511469619421,0,0,"Adora3"
"ENSMUSG00000000563",315.037151752563,399.390137292121,274.644513221427,209.98561363637,226.942413325573,264.313487526167,"Atp5f1"
"ENSMUSG00000000567",12.4595722127952,13.6983625230686,12.6546965661704,6.60925010789524,11.5129937624051,1.39022217270393,"Sox9"
"ENSMUSG00000000568",270.326035016052,426.53226070863,289.899673098186,416.850603651653,151.693621480535,133.293587610404,"Hnrnpd"
"ENSMUSG00000000579",16.2072567534318,14.0179892436924,20.846665586953,16.8912756643578,8.64117609313572,10.2753746165684,"Dynlt1c"
"ENSMUSG00000000581",59.2141204813072,56.7314893866167,53.2633925177248,56.7562536781838,124.391664071106,88.8449075667712,"C1d"
"ENSMUSG00000000594",196.238262351525,166.79770836913,265.748627889578,184.23284675758,115.129937624051,115.388440334426,"Gm2a"
"ENSMUSG00000000600",78.7593446139519,82.7423142745998,81.4458176468896,107.218006857391,42.690834363379,128.666825697846,"Krit1"
"ENSMUSG00000000605",176.582047686151,181.130607421472,196.781645501821,191.502308529709,190.312234160471,231.763497972885,"Clcn4"
"ENSMUSG00000000606",0,0,0,0,0,0,"Vmn2r88"
"ENSMUSG00000000617",0,0,0.843646437744693,0,0,0,"Grm6"
"ENSMUSG00000000627",31.0883664492922,15.4325300237886,32.6511760890289,23.2066648943852,17.1943382908265,12.9273467827782,"Sema4f"
"ENSMUSG00000000628",57.2423276494546,10.0446775020032,77.5182524899842,37.9555826673623,8.9141411193821,38.3220724215741,"Hk2"
"ENSMUSG00000000631",191.784957525369,168.33480342699,185.898808095785,318.107250160968,33.170905412944,113.903663374588,"Myo18a"
"ENSMUSG00000000632",0,0,0,0,0,0,"Sez6"
"ENSMUSG00000000673",0,0,1.68729287548938,2.47846879046071,0,0,"Haao"
"ENSMUSG00000000682",4.6714586105174,1.61126819974495,52.2962168328331,27.2837282557507,0,2.77992009283299,"Cd52"
"ENSMUSG00000000686",4.75139809713162,4.18096600532288,16.4625071274008,3.57221719003574,4.26694589436101,0,"Abhd15"
"ENSMUSG00000000690",1.82346603497456,0,8.88970906492052,4.83633951894863,7.70255299797301,1.62767894094523,"Hoxb6"
"ENSMUSG00000000693",68.6487124562625,106.96962906637,65.3035827524143,87.1390995265826,17.8772234946643,0,"Loxl3"
"ENSMUSG00000000701",0,0,0,0,0,0,"Tcl1b5"
"ENSMUSG00000000706",0,0,0,0,1.64471339462929,0,"Btn1a1"
"ENSMUSG00000000708",103.632361310627,99.9993098480479,54.9628699950842,105.157687142448,155.687146902845,149.391937390112,"Kat2b"
"ENSMUSG00000000711",236.73187204311,190.971289292192,151.856358794045,156.143533799025,230.259875248101,262.751990641042,"Rab5b"
"ENSMUSG00000000724",0,0,0,0,0,0,"Cryba1"
"ENSMUSG00000000730",0,0.515257715929255,0.539467451613019,3.90929365432654,11.9641633618921,1.77794767838862,"Dnmt3l"
"ENSMUSG00000000731",0.778723263299703,0,0,0,0,0,"Aire"
"ENSMUSG00000000732",14.0170187393947,5.64050221538119,29.5276253210642,23.9585316411202,77.3015295475769,33.3653321448942,"Icosl"
"ENSMUSG00000000738",119.478962962172,112.105240709995,103.383266548791,90.707279970773,67.4831847402314,103.389157093327,"Spg7"
"ENSMUSG00000000739",1.11131993321464,0.979408962394638,2.42507402012133,2.49293541755504,4.96294037146586,10.2887121099262,"Sult5a1"
"ENSMUSG00000000740",1008.42728576537,1057.53261386799,821.245561574493,726.702420779437,1005.20720516771,831.469381434876,"Rpl13"
"ENSMUSG00000000743",131.221794702445,131.732394388972,111.980739259449,101.061149707685,187.101101686869,167.463333494204,"Chmp1a"
"ENSMUSG00000000751",265.031311026822,268.811946576588,136.80253496504,171.535582274473,87.6686865897266,43.5356868229108,"Rpa1"
"ENSMUSG00000000753",32.7993647733769,42.3514655884746,250.096252586401,126.355588923586,2156.59866707204,2158.62284951284,"Serpinf1"
"ENSMUSG00000000759",133.841825346969,74.953923476715,92.0130480048129,185.329651163038,22.4792203065003,43.2419917701983,"Tubgcp3"
"ENSMUSG00000000766",0,0,0,0,0,0,"Oprm1"
"ENSMUSG00000000776",25.9097928753958,31.9195999188426,17.8626802556807,33.5446680951439,122.714470772874,103.72484225937,"Polr3d"
"ENSMUSG00000000782",86.0845511819367,79.3188702703963,125.532109935434,123.823325156216,12.5915195470826,6.65199850303352,"Tcf7"
"ENSMUSG00000000787",601.466262366713,582.032603335254,1047.47333361259,1143.28341456943,580.354967362371,1020.55559841341,"Ddx3x"
"ENSMUSG00000000791",4.67233957979822,4.02893015384371,5.06187862646816,2.47846879046071,0,0,"Il12rb1"
"ENSMUSG00000000792",0,0,0.843646437744693,0.826156263486905,4.93414018388788,1.39022217270393,"Slc5a5"
"ENSMUSG00000000794",1.52362257963998,0,3.30129796388514,1.05624020508048,1.05138246238655,3.55479615104923,"Kcnn3"
"ENSMUSG00000000804",62.5830668562929,104.820991773519,86.2553087941794,54.3732334625271,81.4398813678679,72.2138034907963,"Usp32"
"ENSMUSG00000000805",0.925463791746671,0,1.00262091549753,0,0.93752783908943,3.45356549944284,"Car4"
"ENSMUSG00000000811",11.5747520561879,6.44074090820971,11.7037709738497,9.82382765246582,18.7805210865688,17.9087325999409,"Txnrd3"
"ENSMUSG00000000817",0,0,0,0,0,0,"Fasl"
"ENSMUSG00000000823",23.8874490046845,46.0319832696667,50.3857529907457,90.8731542250743,102.267551760083,112.709277339476,"Zfp512b"
"ENSMUSG00000000826",166.831897968096,178.411933735169,172.891732650219,177.91118272805,129.489731639545,203.56777125088,"Dnajc5"
"ENSMUSG00000000827",143.441656604852,107.092520201484,115.779429446605,118.700365023606,130.702479292802,144.450220310581,"Tpd52l2"
"ENSMUSG00000000838",120.455809263698,129.95866715474,116.319378133471,163.133858437962,102.653329802196,142.187521429971,"Fmr1"
"ENSMUSG00000000861",4.68084236460264,0.988683251286462,10.1911619574357,4.40058483746874,4.94311939686287,3.4115492828987,"Bcl11a"
"ENSMUSG00000000869",0.778723263299703,0.805786030768742,0,0.826156263486905,1.64471339462929,0,"Il4"
"ENSMUSG00000000876",48.7541161095404,22.499108800197,36.0827159782561,30.9909328622688,62.6230744062231,48.0351390521622,"Pxmp4"
"ENSMUSG00000000881",64.7645781779451,47.8926282543156,43.6517152580634,39.7052546510311,117.924434915884,33.2258256048184,"Dlg3"
"ENSMUSG00000000884",3.84783773579596,7.96312203401748,5.21752027113452,6.12332318664174,12.5128060126221,12.2261486540623,"Gnb1l"
"ENSMUSG00000000889",0,45.9121101545382,0.21924244525497,0,0.427419556640448,0.361283702454896,"Dbh"
"ENSMUSG00000000901",40.0088462532849,24.8395416214269,26.0067182243171,6.59921338801659,270.403951731808,28.5704572961048,"Mmp11"
"ENSMUSG00000000902",115.087401006089,191.670389103431,165.341326301075,136.185440758443,120.935464095767,67.4740120697573,"Smarcb1"
"ENSMUSG00000000903",0,0,0,0,0,0,"Vpreb3"
"ENSMUSG00000000915",22.5468763992977,27.7409136966888,23.7805828281851,8.15429511495092,27.3835553086132,17.2416737526847,"Hip1r"
"ENSMUSG00000000916",14.7616139688125,38.0760799019319,29.618554316266,29.9432940000254,14.0610060719324,17.0532075471457,"Nsun5"
"ENSMUSG00000000934",4.67233957979822,8.86364633845616,5.90552506421285,10.7400314253298,0,5.56088869081571,"Top1mt"
"ENSMUSG00000000938",0,0,3.67105175633927,0.898736138322159,26.1318420648866,16.63592252634,"Hoxa10"
"ENSMUSG00000000942",0,0,0,0,0,0,"Hoxa4"
"ENSMUSG00000000948",0,0,0,3.22772068585539,5.93471420071085,0.394458098044255,"Gm38393"
"ENSMUSG00000000957",699.861772265478,676.169886179503,1046.06208278267,891.308231840836,4201.26325750817,3716.76070852064,"Mmp14"
"ENSMUSG00000000958",5.30074164261587,9.60467751326583,17.4848651300544,20.4044358313368,16.1593506322406,8.64998567290262,"Slc7a7"
"ENSMUSG00000000959",58.9620239548006,52.8657687882468,76.2792900902662,73.6138043397567,29.2536234482729,75.494640811456,"Oxa1l"
"ENSMUSG00000000976",23.9498071559743,37.259020312056,35.0054336888827,40.6017100628121,64.6639888978478,39.1077579344928,"Heatr6"
"ENSMUSG00000000982",0.778723263299703,0,12.6546965661704,7.43540637138214,4.93414018388788,1.39022217270393,"Ccl3"
"ENSMUSG00000000983",0.822784424920978,0.85137843850474,2.14571971847116,0,3.4755467785199,0,"Wfdc18"
"ENSMUSG00000001014",0,0,0,0.826156263486905,0,2.78044434540785,"Icam4"
"ENSMUSG00000001016",190.773908497783,194.504884850298,178.80059963587,167.287847116817,64.7042535280249,82.7006648476123,"Ilf2"
"ENSMUSG00000001017",284.911659054386,309.560317783189,268.606946765266,281.1210709631,182.219858727153,234.125187232811,"Chtop"
"ENSMUSG00000001018",65.871932830445,72.3227876093599,64.0782645320406,73.6562471462498,120.386200131476,117.225431510613,"Snapin"
"ENSMUSG00000001020",516.09834233469,457.110854345445,725.2432102428,721.544862192151,935.619492000377,1035.29000071462,"S100a4"
"ENSMUSG00000001021",27.1148874368537,105.253387888324,2.846679469506,3.07868144436054,2.0430148762919,0,"S100a3"
"ENSMUSG00000001023",0,0,0.843646437744693,0,0,0,"S100a5"
"ENSMUSG00000001025",408.780177478862,465.115486266816,528.710600180678,557.333866393769,768.242539550577,1040.72159035355,"S100a6"
"ENSMUSG00000001027",0,0,0,0,0,0,"Scn4a"
"ENSMUSG00000001029",1.23559219172678,0.717859434431002,4.77779059929301,6.89090766852255,2.60964983750126,7.87319309118814,"Icam2"
"ENSMUSG00000001034",39.443515868914,50.0631236599588,98.2120016230605,51.9338801472637,87.8280956304809,45.7001309670443,"Mapk7"
"ENSMUSG00000001036",106.211142019605,155.894182779878,114.440704696177,210.667479310766,88.1562819814309,149.979678803019,"Epn2"
"ENSMUSG00000001039",14.9403922176062,16.3477002049119,11.3140572313424,7.90186088386012,10.5804271367634,14.8180333737434,"B9d1"
"ENSMUSG00000001052",88.9411009671117,89.0065924859529,92.0986145962886,109.772159667319,113.473018061592,141.528055233937,"Sec24b"
"ENSMUSG00000001053",14.4974404090917,18.0015194317663,14.851932240735,14.041332830991,12.2478089726704,4.72563702781353,"N4bp3"
"ENSMUSG00000001054",38.6102724916932,51.8712404874235,49.3960832468255,48.9865384860183,52.3907500932645,45.7195732096265,"Rmnd5b"
"ENSMUSG00000001056",86.1723876736741,74.6289846991097,51.2649729059959,62.4027549278544,57.7581329415385,47.6899080078836,"Nhp2"
"ENSMUSG00000001062",38.6050744307655,19.327906602109,42.6986773378395,70.9929216755943,37.5293339501672,22.6146131844607,"Vps9d1"
"ENSMUSG00000001065",94.9858269339066,98.3623333657226,102.58757054922,133.978765529262,22.7503784725369,72.4673599579912,"Zfp276"
"ENSMUSG00000001076",0,0,0,0.826156263486905,0,0,"C1ql4"
"ENSMUSG00000001082",44.1306831574595,39.3205113365584,94.7353907970861,60.9344714020265,66.7484975540693,35.2458146687226,"Mfsd10"
"ENSMUSG00000001089",72.828873354098,108.343976317096,71.334889598913,259.193470109232,280.653068549959,89.9442012843494,"Luzp1"
"ENSMUSG00000001095",0,0,0,0,0,0,"Slc13a2"
"ENSMUSG00000001098",173.421245305895,147.248123733019,189.310779508035,153.131691543748,250.81964830508,234.535344269975,"Kctd10"
"ENSMUSG00000001100",73.6140518230453,75.7329198002216,65.4584297366221,67.1749072109915,97.8746493428191,88.9548333129354,"Poldip2"
"ENSMUSG00000001103",0.760490353539619,0,0,0,1.68414573031364,0,"Sebox"
"ENSMUSG00000001105",57.1634157265186,68.4272048843554,49.5530819190856,43.5322072888061,123.763885189749,196.636370159139,"Ift20"
"ENSMUSG00000001119",1456.27951125861,1841.3557405125,4242.48487213162,4230.88142211936,2688.82740672707,2605.43533836585,"Col6a1"
"ENSMUSG00000001120",7.40851630868707,17.3054919510254,21.4347552511301,10.4728955015492,13.9819616691159,13.8557246272625,"Pcbp3"
"ENSMUSG00000001123",95.5178474821026,85.8180525632026,132.074154858551,123.117963707187,394.761286166037,500.785100554195,"Lgals9"
"ENSMUSG00000001127",92.2351961776884,96.2531308712409,86.5597194514731,54.405493008867,95.3436230323916,108.606833395923,"Araf"
"ENSMUSG00000001128",2.78115906795736,7.48231111487003,53.7358883087795,42.8993255522784,32.9458727117483,18.1225693697162,"Cfp"
"ENSMUSG00000001131",27.5268430327021,27.6696616040533,84.3530651655769,86.8686809505481,24.9164797918773,38.4276801519895,"Timp1"
"ENSMUSG00000001134",9.64042868992671,17.1528018091706,10.5100262991196,15.805418502835,8.93486985169927,9.50491105476328,"Uxt"
"ENSMUSG00000001138",40.414573907431,48.8838268833861,58.8497768954461,37.1594428663116,34.1432636108278,45.4573854340938,"Cnnm3"
"ENSMUSG00000001143",36.8791693766243,34.2581439057051,25.1171110224609,26.434089811068,6.55733801723713,10.2511705408613,"Lman2l"
"ENSMUSG00000001150",93.4467915959644,87.0248913230241,90.2701688386821,118.966501942114,83.880383126094,63.9502199443806,"Mcm3ap"
"ENSMUSG00000001151",80.2084961198694,71.714956738418,79.3027651480011,118.140345678627,42.7625482603617,50.0479982173414,"Pcnt"
"ENSMUSG00000001155",0,0,0.843646437744692,0.826156263486905,0,0,"Ftcd"
"ENSMUSG00000001156",40.687954721576,15.071321596509,20.1058454026904,21.1058085682423,152.272802804994,49.5617280529938,"Mxd1"
"ENSMUSG00000001157",40.2735540081672,60.1862680949645,43.5538323537787,54.5883382173342,47.3899721871086,52.0259424327976,"Gmcl1"
"ENSMUSG00000001158",58.0111265378281,43.5115423838353,28.0441009957291,34.7322392331361,37.8399098090106,45.5360359705221,"Snrnp27"
"ENSMUSG00000001166",3.11489305319881,1.61157206153748,4.21823218872346,0,1.64471339462929,0,"Oas1c"
"ENSMUSG00000001168",0,0,0,0,0,0,"Oas1h"
"ENSMUSG00000001173",80.6588892737103,66.4389906146471,85.3426094157879,127.696965798254,68.4909812870862,102.66861048687,"Ocrl"
"ENSMUSG00000001175",1162.39129503541,1066.63565205272,651.18613086891,793.723964217179,464.439409881943,667.966834665373,"Calm1"
"ENSMUSG00000001211",199.506954387272,197.530267341892,210.258536571338,106.974016729666,187.128899730246,130.017356399237,"Agpat3"
"ENSMUSG00000001225",0,0,0.843646437744693,0,0,0,"Slc26a3"
"ENSMUSG00000001227",1.57380002687234,3.25698778152242,14.8716848776719,10.0179728354362,22.5499434587793,7.02409891894387,"Sema6b"
"ENSMUSG00000001228",186.645813819848,202.148076177329,141.584078171873,241.300030605754,9.07527255927275,15.2644557406188,"Uhrf1"
"ENSMUSG00000001229",85.6595589629674,88.6364633845616,93.6447545896609,113.183408097706,70.7226759690597,93.1448855711631,"Dpp9"
"ENSMUSG00000001240",27.3802607001498,18.2898177635542,65.317977880019,34.7427125213932,148.426285858902,75.2012414888467,"Ramp2"
"ENSMUSG00000001247",5.59135117032867,8.00810203776291,25.27690893523,6.8377948624295,6.02288257507246,0,"Lsr"
"ENSMUSG00000001248",170.672355773063,144.648631167955,176.942010285043,216.959614105513,94.772274499976,100.001068997024,"Gramd1a"
"ENSMUSG00000001249",2.97276096624315,0,1.01548838865175,1.92402524062959,5.5329002289001,0,"Hpn"
"ENSMUSG00000001260",0,0.805786030768742,0,0,0,0,"Gabrg1"
"ENSMUSG00000001270",516.293523567703,607.562667199631,392.295593551282,529.566164895106,180.918473409222,123.729773370649,"Ckb"
"ENSMUSG00000001280",214.261950308535,138.435906675219,196.600231037388,418.44603415421,25.9884484349384,232.457171843021,"Sp1"
"ENSMUSG00000001281",5.4061139163893,0.724336239818596,11.713672019807,17.2062495991328,22.8361477463557,0,"Itgb7"
"ENSMUSG00000001285",50.368390510798,50.3990819361288,31.6859662563918,45.0153075828922,42.3243175679731,23.3173485363229,"Myg1"
"ENSMUSG00000001288",160.50952873985,152.186630944863,146.378888669502,130.421933172356,188.63315583574,148.677647203639,"Rarg"
"ENSMUSG00000001289",188.815125896409,195.224840217323,164.822927117794,123.882276398237,230.457767204704,195.825536416611,"Pfdn5"
"ENSMUSG00000001300",14.1874378956102,22.0705326693798,46.2150174370341,39.5998263064897,56.3110137895221,38.0783131321513,"Efnb2"
"ENSMUSG00000001305",27.7826823413743,25.3158844788282,37.1583319349172,28.6931587663137,13.7794619221614,23.3495222682199,"Rrp15"
